identify	message	emotion	category
2018-Es-02028	@Muzskatolista Lo digo porque a la peña se la sopla si es para ofender o no, lo van a hacer igual xd	enfado	NONE
2018-Es-02170	Va perdiendo Millos y perdió el América, una palabra mas y mi cucha y mi ancestra me echan de la rancha.	enfado	NONE
2018-Es-05178	Me voy a dormir estoy envenenado	enfado	NONE
2018-Es-06535	@NathanThom_BS Vaya...*Enarca una ceja disgustado* Mira a quien tenemos aquí...	enfado	NONE
2018-Es-03762	@paolaarl1622 Tu y tus berrinches mujer!. Háblame aqui que msn no me jala	enfado	NONE
2018-Es-05523	Sofía amargada tiene sentimientos	enfado	NONE
2018-Es-05552	Jajajajaj se me enojo Santi, ya mañana se le pasa jajajaja	enfado	NONE
2018-Es-04273	Vi la pelea del grupo y no paro de pensar en bianca, ojalá no se suicide	enfado	NONE
2018-Es-01724	Le tengo un terror a éste sábado próximo que ni 23 llamadas perdidas de mi madre lo supera.	enfado	NONE
2018-Es-03994	@ActualidadRT @NicolasMaduro Claro, que orgullo... Pena ajena. Digan lo que pasa en palo verde a esta hora.	enfado	NONE
2018-Es-00142	@waldorftty < cabeza y reprimió una mueca de disgusto mientras hacía a Astarthea alzar la cabeza. "Búscala", fue todo lo que dijo. La >	enfado	NONE
2018-Es-06022	Buoh, me dormí de nuevo y me acabo de despertar y me encuentro que crush de mierda me ha bloqueado 👀 está resentido	enfado	NONE
2018-Es-06693	Cuando se mato #ChrisCornell con tristeza total, lo único que pensaba era que me quedaba la voz de #Chester de #LinkinPark y ahora? 😭	enfado	NONE
2018-Es-06081	@ashfromamike @CBinvaders @eldiarioes Pero resulta que en la información que yo comentaba no se explicaba las circunstancias del atropello.	enfado	NONE
2018-Es-02986	Decir que el PP es una Mafia es un insulto a Lucky Luciano, la Familia Genovese y tantos otros honrados delincuentes.	enfado	NONE
2018-Es-05436	Pues he empezado a perder el disgusto por el francés ahora que estoy escuchando al Saïan Supa Crew :/	enfado	NONE
2018-Es-00396	quien me lleva a Italia para insultar al hijo de diosdado	enfado	NONE
2018-Es-01781	Y ahora un poco de política:  Maduro tiene miedo.	enfado	NONE
2018-Es-05468	Tengo mucho enojo, necesito controlarme.	enfado	NONE
2018-Es-02013	Indignada porque el temario de música dice que vamos a ver cumbia colombiana, y estamos viendo OPERA🤦🏼‍♀️	enfado	NONE
2018-Es-06735	@lumaria6688 @SrtaLyna No me enojo con ella	enfado	NONE
2018-Es-03429	Son los hombres los que nos violan, asesinan y desaparecen, pero tranquilas ellos también pueden ser feministas!!! *Sarcasmo* #Enojada	enfado	NONE
2018-Es-01238	No crítico lo insoportable q son las publicidades de Spotify pero decir q Coldplay es la mejor banda de la historia es un insulto a Queen	enfado	NONE
2018-Es-06057	Nego adora provocar .. kkkkk opss	enfado	NONE
2018-Es-00503	Puta madre, en la vida había estado más enojada	enfado	NONE
2018-Es-03944	Porque todos me dicen *espero que cuides el celular*? Rompi varios pero no tengo 8años🙃...para que me anden diciendo cada rato 😑	enfado	NONE
2018-Es-06628	Que amargado se te ve, cuando vos andas patruyando me la como a tu mujer	enfado	NONE
2018-Es-03585	Me encanta el "no te vayas, no te puedes ir" mientras te jodo y te insulto...	enfado	NONE
2018-Es-00816	La justicia pertenece al Estado, la venganza a las personas.	enfado	NONE
2018-Es-05195	@DonBurroReal Fuera correa dictador 	enfado	NONE
2018-Es-05809	@BlizzardCSEU_ES  no se puede jugar desde él sabado ..	enfado	NONE
2018-Es-06626	Indignada con @orange_es me podéis pasar una dirección para reclamar, llevo solo 2 meses con vosotros y ya me quiero IR!!!! 😡	enfado	NONE
2018-Es-01272	Después de subir eso me gané un cd de Guasones y se pasó el parcial para la semana que viene. 	enfado	NONE
2018-Es-03927	@D_Nacional Más bien: "Sabemos lo que hicisteis antes de provocar una guerra".	enfado	NONE
2018-Es-03007	@ThunderKiiwi Aquí la ofendida eres tú guapa,que has ido a decir algo	enfado	NONE
2018-Es-03962	La vdd no sé si estoy enojada, triste o idk,	enfado	NONE
2018-Es-01852	@xDefectiveTwin Uhm... Lengua larga.  —Arruga el gesto haciéndose la ofendida con la situación sabiendo que hay veces que el chico »	enfado	NONE
2018-Es-03343	@GaunaIzaac Y con la demas gente sp rápido que me enojo	enfado	NONE
2018-Es-01633	Sino es por Ayame (fue metida muy gratuitamente) y que lo usara para dar celos (y me daba rabia) en serio que Koga quedaba mejor con ella	enfado	NONE
2018-Es-00403	Déjame sobrepasar tus zonas de peligro, hasta provocar tus gritos y que olvides tu apellido	enfado	NONE
2018-Es-02248	El cielo está que se cae!!!!! 😥	enfado	NONE
2018-Es-00949	@Tlahuicole1318 Gracias Tlahuicole. Me da mucho coraje que hayan rebajado a los piropos a algo tan sucio.	enfado	NONE
2018-Es-05013	Esta noche me ha picado un mosquito en una teta, estoy enfadada.	enfado	NONE
2018-Es-01715	El pueblo indignado pasará descontrolado a otro nivel de protestas;sobrepasará a la dirigencia y escogerá el camino libertario a la salida	enfado	NONE
2018-Es-00669	Qué puto estrés con los niños que lloran. Deberían tener un botón de mute o algo NETAAAA. 🤦🏻‍♀😠	enfado	NONE
2018-Es-05336	Que ofendida, decepción.	enfado	NONE
2018-Es-00325	Que rabia y que miedo que cualquier hijueputa vaya electrocutando gente como con tanta libertad.	enfado	NONE
2018-Es-05152	@MatiasRiveroDj Ayer vi caminando entre tumbas y hoy la de búsqueda implacable 3, son viejas pero están re copadas	enfado	NONE
2018-Es-06428	Repito, si me hablas no me enojo	enfado	NONE
2018-Es-02937	@Jahiluz iggggh no sé si sentirme indignada o que >:v xD!	enfado	NONE
2018-Es-05836	Necesito algo en que canalizar mi ira, mi tristeza, mi vida y mi todo. Estoy infumable	enfado	NONE
2018-Es-02733	@TheSexyOwl No busco remplazarte y no me gusta que estés enfadado conmigo.	enfado	NONE
2018-Es-05736	Dentro de 3 años se me va el enojo 🤗😊	enfado	NONE
2018-Es-06703	Por que no me habia dado cuenta que tengo público mis publicaciones de fb?😤😤😤😨	enfado	NONE
2018-Es-00076	No puede haber un canal exclusivo donde pasen todo el día deportes? No es mucho pedir, cansada estoy de perderme partidos 	enfado	NONE
2018-Es-01750	@anapalacio  ficha por Marruecos contra el Sahara Occidental. Parece mentira que se venda por dinero. Lea sentencias Judiciales "Indignidad"	enfado	NONE
2018-Es-05069	Que estrés las personas hipocritas.	enfado	NONE
2018-Es-02076	Ojalá algún día Diosito me quite lo amargada y celosa.😒	enfado	NONE
2018-Es-03757	@fedesan9 @nicojusid Se cagó todo el amargo	enfado	NONE
2018-Es-01629	@EmiOlmos87 Claro el señor no habla nunca, pero para bardear es el primero en la fila 😡 jajaja	enfado	NONE
2018-Es-04159	@xxpolaroid QUIERES PELEA FÍSICA?	enfado	NONE
2018-Es-06848	eh dormido tres horas y estoy entre triste y enfadada	enfado	NONE
2018-Es-03035	@kittlab @Carlosurrutiacp @joantier @gabrielrufian @blindonion8 Miralo, Pobrecito, le da rabia que pongan likes. Va, uno de regalo!	enfado	NONE
2018-Es-02768	Mentiras y más mentiras 😠😠😠	enfado	NONE
2018-Es-04649	Provoca es salir corriendo de esta casa	enfado	NONE
2018-Es-03898	@Ritalin_P si tiene win10, está de moda esa pantallita 	enfado	NONE
2018-Es-00610	Ya de buena mañana exasperada con el puñetero papeleo	enfado	NONE
2018-Es-04949	Su hay algo que detesto, es esperar. 	enfado	NONE
2018-Es-02427	@YarielaMora @Haylock049 @jits2899 @Danielaeche07 Que cansado 😪	enfado	NONE
2018-Es-03413	"Las palabras severas provocan ira. Pero las que se usan apropiadamente la quitan" Proverbios 15:1 #FamiliaSana	enfado	NONE
2018-Es-01286	El del uber no atropello a mi ex, media estrellita.	enfado	NONE
2018-Es-05159	@AweloJos Huelen la desesperación	enfado	NONE
2018-Es-00054	Encima no estoy para aguantarme a una amargada por seis horas.	enfado	NONE
2018-Es-03885	Es solo enojo, por no poder comprenderte u.u	enfado	NONE
2018-Es-02828	@maydana34 @joaquinkremel Este tiene bula para insultar, la ley mordaza le excluye	enfado	NONE
2018-Es-06541	@Miotroyo2parte La venganza de ultratumba! Son brutos hasta decir "basca". Todo idiota nos sale caro.	enfado	NONE
2018-Es-05391	Que @KikoMatamoros no haya conseguido enchufar a ninguno de sus inútiles hijos en salvame y #huracanalba lo consiga tiene que joder #rabia	enfado	NONE
2018-Es-04135	Planear tu venganza cuando estás enojado/a y que a los 5 minutos andes como si nada.	enfado	NONE
2018-Es-02117	Estoy en medio de una descompostura abismal 	enfado	NONE
2018-Es-02106	@gemapayan00 Perdón , me siento ofendida	enfado	NONE
2018-Es-02825	@JorgeBustos1 @vilpetrus Asco, indignidad y que dice Pedro Sánchez ?	enfado	NONE
2018-Es-02896	@YisesArr @MichelPesquera Aunque no soy estúpida, a mi me atropello un carro de helados jejeje	enfado	NONE
2018-Es-04472	Es una gilipollez y me da igual pero tócate los cojones que se me cuelen viejas en el bus cuando luego son las primeras en quejarse #RABIA	enfado	NONE
2018-Es-00762	no me molesta que use el edit me jode que no me likeo la selfy pero tuvo el DESCARO de sacarme el edit 	enfado	NONE
2018-Es-06650	@salvaoret Jo, q rabia!	enfado	NONE
2018-Es-05088	Y se vienen más cambios...😤	enfado	NONE
2018-Es-06176	Niñas si sus novios tienen amiguitas CREANME no son solo amiguitas. Son las bellas niñas que los "escuchan" cuando ustedes hacen berrinche.	enfado	NONE
2018-Es-04764	Me da chills pensar en la pelea de mayweather vs. conor	enfado	NONE
2018-Es-02608	No hay cosa que me de más rabia que madrugar, bueno si, madrugar en verano, bueno y madrugar en verano para hacer trámites en el puto banco.	enfado	NONE
2018-Es-01928	Con Gastón me hago la enojada y me tira un "te extraño" 😭💗	enfado	NONE
2018-Es-06406	Me voy a matar😤😩😩	enfado	NONE
2018-Es-06437	#pokemonsinlimite mika, enciende todas las luces de tu casa para provocar que salte el contador, sera mejor	enfado	NONE
2018-Es-02600	No se que es más triste, que me aparezcan los recuerdos cuando me saludaban por el día de amigo o la muerte de chester	enfado	NONE
2018-Es-03382	@manolomejia20 Típico insulto de pendejo	enfado	NONE
2018-Es-04987	No me dejes, no me sueltes, puedo enloquecer !!	enfado	NONE
2018-Es-04297	Si nos organizamos podemos ofender a todos los colectivos.	enfado	NONE
2018-Es-05670	No tenia que haber ido, me duele una banda ahora😠	enfado	NONE
2018-Es-01384	Malhumorado, presumido y descarado, desconfiado, despectivo...	enfado	NONE
2018-Es-05095	Aún estoy envenenada de ti	enfado	NONE
2018-Es-00155	Si saben en el peo que esta metido el pais donde estamos viviendo verdad? Si estan claros de lo grave y escoñetados que estamos?	enfado	NONE
2018-Es-05210	Ve bien por la vid  y te ira bien en la vidar.. asi es!	enfado	NONE
2018-Es-03887	Siento que me ahogo de la ira	enfado	NONE
2018-Es-04141	@Bohncs El drama, ni me wa ofender peor va eh	enfado	NONE
2018-Es-05504	@guidocass Juro que recién lo leí perdón, pensé que faltaban mas partidos igual 😥	enfado	NONE
2018-Es-02633	El susto de mi vida me pegué... gracias a Dios estas bien mi gordo, nuestro ángel no dejo que nada malo te pase. Ya pronto estarás mejor😍	enfado	NONE
2018-Es-05756	@naroh @ilse0101 No, el corrector ha preferido censurarme el insulto previo, eso sí. Qué lastima porque se lo merecía.	enfado	NONE
2018-Es-05944	Empezando el dia #enojada con los onvres 🔧	enfado	NONE
2018-Es-03754	Dicen que no es bueno que duermas enojada, yo por eso comento lo que no me parece, eso no quiere decir que me enoje.	enfado	NONE
2018-Es-06451	@bendysy yo no te insulto... a veces te doy tu tiempo y creo que cuando no estas un par de preguntas y luego al buzon de mensajeria	enfado	NONE
2018-Es-01138	¿Estoy enloquecido o enloqueceré?	enfado	NONE
2018-Es-05373	@la_patilla @NicolasMaduro la emboscaron, la atropello con la moto, le monta la sucia bota y de paso la detiene con refuerzos de 30gnbasura	enfado	NONE
2018-Es-05044	@JesusCintora Y la Cospe estara irritada con la UDEF...	enfado	NONE
2018-Es-05003	¿Cómo salirte de un grupo de WhatsApp sin que piensen que eres agria y resentida?	enfado	NONE
2018-Es-01915	@MrKinoccio Jajajaja, hay que ganar audiencia tío y hay que provocar	enfado	NONE
2018-Es-03175	@ManuelaCarmena ¿Conoces a una sola victima que pueda sentirse ofendida por homenajear a #MiguelAngelBlanco?¿Una sola?	enfado	NONE
2018-Es-05972	yo soy re bacana pero cuando me enojo dios santo agárrate catalina	enfado	NONE
2018-Es-01981	Ahora es como si se hubiera peleado con Courtney Love y se puso con la Tigresa del oriente. He dicho.	enfado	NONE
2018-Es-04761	12 de julio del 2017, azul hace berrinche y decide salirse de la carrera de diseño porque no le salen sus cartelitos para su banda.	enfado	NONE
2018-Es-00524	Buena vista 1ra vmella, sin luz @EdeesteRD  nos someterán a la oscuridad antes del desastre! Estúpidos! #rabia #abuso @ProConsumidorRD	enfado	NONE
2018-Es-03173	@PauMancilla_ @Tincho_moras10 Compas de mate amargo jaja	enfado	NONE
2018-Es-02885	Hasta acá escucho a mi hermano coger con la novia así que en venganza rapeo-feo a todo volumen.	enfado	NONE
2018-Es-06494	@glxymuse bueno maja a que me enfado >:( me estás llamando mentirosa?	enfado	NONE
2018-Es-02206	Si el anon de Matías se quiere pasar por mi cc no me enojo	enfado	NONE
2018-Es-00974	Me decis que soy un loquito y a continuacion  decis "la verdad no tiene que ofender" pero cuando te digo pelotuda te ofendes...que onda?	enfado	NONE
2018-Es-04108	Tengo ganas de escribir una carta con intención de provocar diabetes.	enfado	NONE
2018-Es-01757	@vegetta777 @YouTube Hoy no hay saludo con "Hermosooos o guapisimooos"? Sigues enojado vege? Esque me preocupas :c	enfado	NONE
2018-Es-04026	Si alguien me trae un doble cuarto juro que no me enojo	enfado	NONE
2018-Es-05914	No fuimos y me habré enojado 1 hora como mucho, no sirvo para estar enojado más tiempo 😂😂	enfado	NONE
2018-Es-06553	@mundodeportivo @RogerTorello se le ve el enfado en la cara, jijiji	enfado	NONE
2018-Es-00663	@ponminombreaca No es mal hablada, pero puta que es amargada!	enfado	NONE
2018-Es-04839	@rxcketqueen__ no le des pelota isidro no vale la pena	enfado	NONE
2018-Es-04473	Ves las noticias y es un sinfin de muert@s,maltratad@s,torturad@s... Es pa amargar a los que estan de vacaciones?	enfado	NONE
2018-Es-02392	@uhhhmaria Me siento ofendido con mi voz	enfado	NONE
2018-Es-04657	@vegetta777 Quiero verte triste ni enfadado. Te queremos muchísimo 💜💜💜	enfado	NONE
2018-Es-05906	@ju4nkhalifa Igual sigo.indignada	enfado	NONE
2018-Es-02306	Cuando te dicen ?sin ofender?, preparate para ser ofendido.	enfado	NONE
2018-Es-06274	bue es que son re carrots y me da rabia que no quieran cambiar ay que linda gracias vos igual me caes re bien	enfado	NONE
2018-Es-00133	Lo peor es que dice cosas enojado y yo me río jajajajjajajaa lo amo tanto al taradito este	enfado	NONE
2018-Es-03834	@DrefanHardy X cierto,se te ha pasado ya el disgusto x lo d Halep???	enfado	NONE
2018-Es-04335	@Rafael_Gaidovar @agarzon Pero para ti la ofensa es llamar miserable a quienes usan las instituciones para saquear.	enfado	NONE
2018-Es-00334	Me enojo por todo 😂	enfado	NONE
2018-Es-05308	Siempre he dicho que elegiría twitter si solo pudiera usar una red social: aquí hay memes y gente amargada como yo, no necesito más PERO	enfado	NONE
2018-Es-04113	HIJO DE TU REPUTISIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡(sin ofender a su mama no la conozco es solamente una expresión de odio así el)	enfado	NONE
2018-Es-03374	Que le pinta a este culia, me hace envenenar	enfado	NONE
2018-Es-00811	Estaba viendo videos de terror pensando que Sofi estaba despierta pero se durmió jajajaja saque todo😂	enfado	NONE
2018-Es-04927	Cuando estoy enferma soy más amargada y demasiado sensible, creo que me tocan y me pongo a gritar o a llorar no sé por qué	enfado	NONE
2018-Es-06821	Mañana no habrá nuevo vídeo gracias a mi puta escuela!😢😠	enfado	NONE
2018-Es-00073	Si fuera por mi seguiría viendo todos los capitulos, pero si sigo mirando no me levanta ni una grua. 😟	enfado	NONE
2018-Es-01538	Soy súper berrinches, ok.	enfado	NONE
2018-Es-00320	@Mireyam8 encima de tongazo, ofendida. Ya no me bloqueas mas mi cuenta. Sino quedate en casa o se mas sutil.Eres simple,incapaz y evidente	enfado	NONE
2018-Es-03838	Como nos jodio la de biología con la actividad que mando 	enfado	NONE
2018-Es-01318	Yo la mejor y que te contesten así nomas me infla la vena😠😡	enfado	NONE
2018-Es-02616	Pilar ya me empieza a mandar audios de los cordobeses, jajajaja me va a enloquecer	enfado	NONE
2018-Es-03741	Estly indignada con mis pies que no me respondian el sabado, re queria ir a esa joda l	enfado	NONE
2018-Es-06341	Divino arrancar el día cayéndote con furia en la vereda a las 5 y media de la mañana.	enfado	NONE
2018-Es-04478	Donde deje mis trabajossssssssss😤😩	enfado	NONE
2018-Es-06721	Otra vez la misma historia. Hagan cárceles es 2 señoras ni queriendo podrán controlar la furia y el hambre del pueblo.	enfado	NONE
2018-Es-03522	Me caga que las personas abusen de la confianza que uno les da, y más cuando son las más cercanas #enojada	enfado	NONE
2018-Es-01476	Al principio estaba tentado, Ahora estoy envenenado	enfado	NONE
2018-Es-03850	Pedro tenía temor de ofender a sus compatriotas que volvió a sus antiguas costumbres y ya no comía ni se juntaba con los gentiles. #LESAdv	enfado	NONE
2018-Es-02911	Jajajajaj que indignación en Twitter ayer no?	enfado	NONE
2018-Es-04465	@florido_raul @Eriemer @Pablo_Iglesias_ Vaya educación tienes! Opina sin insultar por q si no tus comentarios pierden cualquier significado!	enfado	NONE
2018-Es-03125	@LANACION Que inversores? La bicicleta financiera tiene temor? Si gana ,sera senadora,como Mendez.Para ampararse en los fueros.	enfado	NONE
2018-Es-05870	Yo puedo estar feliz, triste, enojada, con miedo, cansada, aborrecia, eléctrica, pensativa, borracha o sobria y mi cara siempre será 👉🏽 😒	enfado	NONE
2018-Es-04506	Resentimiento Resentimiento™  gracias por seguirme ;)	enfado	NONE
2018-Es-03732	@ideasgraficasrs De aplaudirlos, con dos ladrillos, en la cara 	enfado	NONE
2018-Es-05806	No se puede estar bien siempre busca pelea.	enfado	NONE
2018-Es-05993	Nunca hay que creer que los artistas se suicidan porque son cool. Son cool muy a pesar de ese destino fatal.	enfado	NONE
2018-Es-06166	Me dan ganas de meterles una piña	enfado	NONE
2018-Es-04197	Esta indignado el Botto por el cargador jajaja	enfado	NONE
2018-Es-02434	demasiado tiempo perdido y amargada	enfado	NONE
2018-Es-04351	@RominaIbarraL @arantzaosunal no fuimos 	enfado	NONE
2018-Es-05652	-Mamá, quiero ser Wedding Planner. -¿Sabes el disgusto que le vas a dar a tu padre?	enfado	NONE
2018-Es-04232	Da rabia igual que haya gente que busca tanto y nunca llega, y otros que lo tienen enfrente y no lo quieren ver. Pero bueno, decisiones.	enfado	NONE
2018-Es-00521	Que bronca culiado 	enfado	NONE
2018-Es-02998	@logiczzzzzzz @ByAdri10YT @JustMagaZ @AyudasEsP @Toony11_ Okey y te hice algo para q empieces a insultar jaja random no soy lo serás tu	enfado	NONE
2018-Es-00851	#Barakaldo El secuestro y asesinato de Miguel A. Blanco me dejó el mismo poso amargo q 20 años atrás,los últimos fusilamientos del dictador.	enfado	NONE
2018-Es-03384	mi venganza ya está hecha but ahora me siento mal	enfado	NONE
2018-Es-00005	"ay yo cuando me enojo soy la persona más mala de todas".   Si loquita te olvidaste de Adolfito, Josephcito y un par más.	enfado	NONE
2018-Es-04093	@GustiSandoval1 Y no convidas 😒 No es de resentido 😒	enfado	NONE
2018-Es-02772	estoy muy enfadado con mi perra porque me ha despertado a las 9	enfado	NONE
2018-Es-01121	@francontreras_7 Tengo una sospecha 😉	enfado	NONE
2018-Es-00582	Veo mucha gente haciendo papelon. #rabia #LlegaGH	enfado	NONE
2018-Es-05805	@chxlemr No es un insulto, es lo que SOS, GARCA, PUTO. Al menos viniste, chau, ortiba, ya me vas a buscar.	enfado	NONE
2018-Es-00356	alguien me explica como hacen para insultar tipo abreviado "lpm, lcdh, ect". esta bien que tengan paja, pero yo así no me puedo descargar!!!	enfado	NONE
2018-Es-05578	@_Laura_OMG_ @Elisa19452 No va para ofender va?	enfado	NONE
2018-Es-03090	Aparte que la de Jason esté tan abajo me deja >:( #enojada	enfado	NONE
2018-Es-05766	@____17CR es q no la he insultado ..voy a buscar los TT ya veras a lo que llama insulto	enfado	NONE
2018-Es-06201	@Deny_hh Los cojones, me voy a dormir que ya me he amargado 😂	enfado	NONE
2018-Es-02064	Mis súper nombres para nada comunes; y luego tengo a Evan Rabbitt Russell.  El más amargado con un muy tierno nombre.	enfado	NONE
2018-Es-01457	@kattyarg5 Muchas gracias, lo tengo todo irritado de tanto dejarlo de foto de perfil jajajaj	enfado	NONE
2018-Es-04144	@hampeon Me refería a tu boca. Lávatela con jabón, a ver si así dejas de insultar gratuitamente.	enfado	NONE
2018-Es-06777	okokok un fav y espanto a los hptas gatos que estan culeando en mi ventana.	enfado	NONE
2018-Es-01943	@RaybanUnderlord ¡Heterosexual! 👉 (Ya tienes otro insulto que meter)	enfado	NONE
2018-Es-05019	Es bien heavy esto de tuiter. Se pasan por todas las emociones aca! En un ratito pasé de la rabia a alegría-pena-risa. Mejor me duermo. ✨✨💚💍	enfado	NONE
2018-Es-02836	@waldorftty < Puso la más pura y creíble cara de enfado y frustración y entró en la sala varita en mano para después arrodillarse ante su >	enfado	NONE
2018-Es-05543	Siempre que me enojo la termino cagando	enfado	NONE
2018-Es-02709	Están justificando que abusaran de ella por enseñar las tetas en el chupinazo, cuando estaba en un bar sin provocar a ningún baboso	enfado	NONE
2018-Es-00764	Aún sigo indignada 😂	enfado	NONE
2018-Es-06832	La ava se enojo😄😄😄	enfado	NONE
2018-Es-05438	@marianoobarrio  qué te pasa q estas tan furioso con MM.  Vas de candidato con alguien? Me acuerdo cuando criticabas  a Brancatelli...	enfado	NONE
2018-Es-01527	@FuriaRojaNet @TmT_ProFR bienvenido a furia 📛	enfado	NONE
2018-Es-02899	@chrischile Qué rabia, qué impotencia, qué dolor por la cresta!	enfado	NONE
2018-Es-02645	Lo mosquitos me estan aturdiendo😡	enfado	NONE
2018-Es-02256	Me caga que me hablen para contarme algo y ya no me cuenten	enfado	NONE
2018-Es-02708	Mi indignación viene de que me sepa hasta cómo crece una puta uña o todas las capas de los dientes, y luego nos saltemos una parte del	enfado	NONE
2018-Es-06668	Que pelea hermosa entre artistas , una locura	enfado	NONE
2018-Es-03820	Mi vecina es la hermana de don vergas 😡 hija de @$%@+?*	enfado	NONE
2018-Es-06281	La pobre mujer se sentia como que  habia hecho algo mal  Estaba enfadada con ella misma   NORMAL	enfado	NONE
2018-Es-03017	la gente suele tomar como insulto cuando les dicen "yo escribía/dibujaba así como tú cuando empecé a escribir/dibujar" pero no es un insulto	enfado	NONE
2018-Es-06256	Ok la mayoría de esos prompts de mierda en exo!g*rls si fueron elegidos pero no los míos que eran geniales. #enojada	enfado	NONE
2018-Es-00416	@OkenCosplay QUIEN SE ESTA METIENDO CONTIGO?	enfado	NONE
2018-Es-02234	Más que enojo es decepción🤷🏼‍♀️	enfado	NONE
2018-Es-06359	ALGUIEN QUE RESPONDA provocar es ser zorra?????	enfado	NONE
2018-Es-02654	El sarcasmo, el estado a la defensiva, el vacío, el enojo, la indiferencia  tienen contaminada mi alma.	enfado	NONE
2018-Es-00285	Se amargado se te ve, cuando vos andas patruyando me la como a tu mujer	enfado	NONE
2018-Es-03249	@Oskhar111099 Con Milito un equipo nefasto, horrible, y los mismos jugadores, con Holan todos rinden, juegan muy bien	enfado	NONE
2018-Es-05514	O brujas que cazan. La venganza no sirve para nada, en mi caso.	enfado	NONE
2018-Es-06093	Querer eliminar un comentario y eliminar la foto, si, sólo ha mi me pasan esas cosas	enfado	NONE
2018-Es-02898	Fav si eres la que me la pone como pata de perro envenenado.	enfado	NONE
2018-Es-06807	He visto malas adaptaciones, pero peores que esa, imposible. Rick, esto es un insulto hacia tus maravillosos libros.	enfado	NONE
2018-Es-04616	@KioteKiote toda su carrera n malaga?37 partidos,1 temporada  jajajaja Infórmate antes bocazas,q solo sabes insultar x tú falta d argumentos	enfado	NONE
2018-Es-04830	@cayeruby Y sacarse la carrera de fisica si le da la gana, eh? #MonarquíaEspañola. Y que conste que no insulto a nadie👍	enfado	NONE
2018-Es-02468	@KioteKiote nadie te ha dicho que te guste, te pregunto en que basas para comprarlo con finbo y tú respuesta es insultar como argumento 👏🏻👏🏻	enfado	NONE
2018-Es-01074	@morecar89 @SimonPerera @pablo_gps @vruizaldana @Koolasuchus @Eleder_ mira que te gusta provocar, pero tienes razón, son expresiones cultura	enfado	NONE
2018-Es-03592	"Hija, pues qué disgusto, pero el retrasado de la serie se parece a tu ex". Mamá y la sinceridad estival.	enfado	NONE
2018-Es-06862	Tremendo!! hace dos días me chamuyaba me decía que la novia esto lo otro y volvieron?Estoy tentadisima😂😂😝😝	enfado	NONE
2018-Es-06111	Ver "indigenta' pidiendo  € para comer y hablando por móvil último modelo 😡 #indignante #rabia	enfado	NONE
2018-Es-01468	@DanielaBlume tía, como coño convenzo a mi madre pa que me deje ir a verte, ¿me enfado y no respiro? 😥	enfado	NONE
2018-Es-00779	@KingArtabricus, sabías que... cumprir anos pode provocar vellez? #gotitasdeconocimiento.	enfado	NONE
2018-Es-03047	Quiero llorar mucho porque no se cuando vere el último capítulo de teen wolf 	enfado	NONE
2018-Es-04683	Estoy feliz y enojado	enfado	NONE
2018-Es-03361	Quiero encontrar algo que me haga feliz sin estar obligado a hacer otra cosa. #Rabia	enfado	NONE
2018-Es-04451	@Maria__Ospina Nada como "pelea de ardillas con música de linkin park de fondo." :v	enfado	NONE
2018-Es-03527	@brenbertoldo Cala boca 	enfado	NONE
2018-Es-02265	Si yo hubiera sabido que en esta vida había que madrugar, trabajar, aguantar celos y berrinches; le hubiera dado paso a otro espermatozoide.	enfado	NONE
2018-Es-02345	@Josetenecesita Blanquito molestando, y enfadado, que raro no?	enfado	NONE
2018-Es-04013	@ConBici @HoyPorHoy Triste que se usen cosas como las que decís para hacer carriles bici como el que ha causado este atropello mortal.	enfado	NONE
2018-Es-00581	@ClaramJauregui @tayyjaguarr son personas que no tienen nada que hacer en esta vida! 	enfado	NONE
2018-Es-01430	Si con eso me pongo nervioso, no quiero imaginar el dia que suceda.	enfado	NONE
2018-Es-06879	@GranaNacho @EscJmiranda @aznarez_toti @AnaKafci @noelmesa @Cybertario En vez de insultar a realizar mas comprension lectora	enfado	NONE
2018-Es-02956	Mi papá bajo a la cocina a hablar con mi hermana y mi mamá estaba enojada pero nos quedamos arriba echando chisme y terminamos riendo.	enfado	NONE
2018-Es-06304	@LothricBorgunll < venganza. Y de esa manera la cadena de odio, venganzas y sangre nunca terminaría. Ella tenía en sus manos el poder que >	enfado	NONE
2018-Es-05790	Ahre la mina seguía resentida	enfado	NONE
2018-Es-00939	@st4rs87 @garciabanchs Ni hablar del desplome del $ "tal cuál pronosticó" el "profeta". El tipejo es un peligro, jajajaja.	enfado	NONE
2018-Es-02583	Qué triste, vas a sentir la soledad	enfado	NONE
2018-Es-01234	@julietabarros10 Ya te había dicho que sos mas linda enojada ?	enfado	NONE
2018-Es-03998	Y después se preguntan pq es q me enojo..	enfado	NONE
2018-Es-02976	@ escritores de missing 9 sigo enfadada	enfado	NONE
2018-Es-05894	Cuanto resentido suelto 😂	enfado	NONE
2018-Es-03697	@lucasotor 'ira tu... no miacordaba, cómo hasta sin querer le da uno al clavo 😎	enfado	NONE
2018-Es-02957	Yo creo que nunca me había enojado tanto como lo hice hoy 🙇🏻‍♀️	enfado	NONE
2018-Es-02656	tener el pelo lacio y fino es horrible, se me enredatoooooodo	enfado	NONE
2018-Es-06495	Mi mamá me dice que esta preocupada porque estoy loca por Flandria, y si ma lo 100to es la hija que te toco 🐥💛	enfado	NONE
