identify	message	emotion	category
2018-Es-06101	Paciencia. Conozco gente que por no tener paciencia, fe y confianza perdió tanto q hoy podría disfrutar. Hay q ser leal a quien cree en ti.	miedo	0
2018-Es-00009	Soy demasiado ansiosa🤦‍♀️	miedo	3
2018-Es-05834	00:45 to preocupado 😥	miedo	3
2018-Es-04513	The1975 son los mejores los amo por siempre 	miedo	0
2018-Es-04558	Mi más terrible año fueron los 12 😖😖	miedo	1
2018-Es-00217	¿A cuántos habrán mandado a la FriendZone hoy?...: me siento pensativo	miedo	0
2018-Es-04166	Llevo 24 horas sintiéndome mal. 	miedo	1
2018-Es-02055	@Ale_Mastrolia Y son las cuatro de la tarde 	miedo	0
2018-Es-04904	@SoyGroupie lo peor es que si quiere hacer algo lo va a hacer, es un tipo super peligroso y hoy quedó demostrado. ojalá se muera por favor	miedo	2
2018-Es-05608	SORPRESA EN LA PUERTA: ¬°unas tentadoras cajas de regalo rojas y amarillas est√°n causando revuelo en las puertas! #SmurfsVillage @SmurfsG	miedo	0
2018-Es-03445	La #JuezaMentastyPROPepsico ordena un cobarde desalojo nocturno a los obreros q sólo quieren mantener sus empleos #NoDesalojenPepsico	miedo	1
2018-Es-03140	@enigma1187 Pues un concocido va a ir el sábado a la meta... 	miedo	0
2018-Es-02713	@Ojitoschinooos Esa quien? Porq siempre tenes q meter a alguien che pajerito resentido jajajajajajaja	miedo	0
2018-Es-00967	@_DAVE_fs No, sigue siendo una pesadilla..	miedo	3
2018-Es-05388	@DebRyanShow #Rayito estoy súper ansiosa 😵😂 me cago porque llegue él día	miedo	2
2018-Es-00765	Parece que va a ser una buena temporada de cine de género, tras #Verónica viene #It. No quiero imaginar cuál me va a dar más yuyu 	miedo	0
2018-Es-02615	En cualquier momento miro por la ventana y sale una planta volando del viento que hay #miedo	miedo	3
2018-Es-04000	Estoy ansioso de que vuelva para ver como suena con el silens	miedo	1
2018-Es-04968	@DebRyanShow #Rayito Falsa alarma 🚨 sigo sacando ideas de mi cabeza 😉	miedo	1
2018-Es-00595	@stranger_foryou mañana es mi día de prueba pero estoy muy muy muy nerviosa	miedo	3
2018-Es-01594	@Esahoraonunca05 Que horror, lambusio	miedo	1
2018-Es-00307	Lo mío es ver películas de terror sólo :/	miedo	2
2018-Es-01368	de ti quiero mas bellaquera menos timidez	miedo	0
2018-Es-05247	@darth_cesar Es q en ese q te menciono sale personificado hasta con corona de espina po jajajaja terrible de flaco puro hueso	miedo	0
2018-Es-00756	Estoy ante una terrible tesitura: Me muero de sueño pero Dalas ha subido un video y quiero enterarme del chisme. Espero a mañana o no? 😂	miedo	0
2018-Es-02355	Mi cuerpo se vuelve carne y el deseo no es mutuo ni nomade. La misma pesadilla de deshumanizar lo que en algun momento fue mio y fue amor	miedo	1
2018-Es-05220	Tal vez Abraham tiene razón y debo hacerlo, pero soy muy cobarde esa es la verdad.	miedo	2
2018-Es-06691	Que horror quienes usan traje y converse.	miedo	2
2018-Es-02790	@AsisOberdan: "Lo de Lula me parece un espanto"	miedo	1
2018-Es-06661	@roxinda @AngeldebritoOk Déjalo, está aburrido... 🙄	miedo	0
2018-Es-00479	"Qué significa taciturno -que le gusta andar de noche" JAJAJAJAJAJAAJAJJAAJAJJAJAJAAJJAJAJAJAJQJAJAJAAJ	miedo	0
2018-Es-06092	EN alguna parte del mundo acabo de temblar bien fuerte ....	miedo	3
2018-Es-03268	@dayanaolivaa puse 'Al' jajaja que horror, me corrijo, ALL	miedo	0
2018-Es-01463	@Apixelados Ai esta feliz,trizte,enojado,preocupado,asqueado y drogao	miedo	1
2018-Es-03212	que ansiedad tan fea	miedo	2
2018-Es-04403	Tengo miedo de después de haber tomado 6 birras y casi quebrar en una noche le agarre asco como me pasó con el tequila Sol Azteca 😢	miedo	3
2018-Es-03389	-Pero que lo pone nervioso demasiada gente.-	miedo	1
2018-Es-01132	Terrible dolor de rodilla chaabaaan!!!😑	miedo	2
2018-Es-00177	Fluye la desilusión  Muda desesperación  Pero todo tiene alivio  Menos el decir adiós <3	miedo	1
2018-Es-05433	Y de golpe son las 7 de la tarde 😱😩⛈ 	miedo	0
2018-Es-01122	se puso la 10 Flor con un buen café y peli d terror, esa es mi amiga	miedo	0
2018-Es-03159	Si eres tranquilo y confiado, o miedoso y con baja autoestima, depende de la dopamina (hormona del placer).	miedo	0
2018-Es-03148	@GenPenaloza y el primero q corre es él pero para esconderse	miedo	1
2018-Es-02623	Claramente soy muy ansiosa.	miedo	2
2018-Es-02212	verás tú el cuadro esta noche tengo 	miedo	0
2018-Es-04755	Con que me levanto mañana 🤔 tremenda noche 🍷😂	miedo	0
2018-Es-00676	#Terror El primer día mató al gato y se dedicó a cazar moscas para alimentarse El segundo día saltó sobre su mujer y quiso enlularla en tela	miedo	2
2018-Es-06488	Estoy re a full con todo de Ámbar. Y super nerviosa !!!!!! 😣😣	miedo	2
2018-Es-06704	tus nervios, tu timidez, das ternura cosaa.	miedo	0
2018-Es-06189	Cierra los ojos, te tengo una sorpresa	miedo	0
2018-Es-03832	Después de todo el mes de agosto (comiendo mierdas, y sin hacer nada) me voy a pesar. 😅  	miedo	1
2018-Es-01865	Está forma tan cobarde de decirnos que no ... ☕️🍃	miedo	1
2018-Es-04524	El corazon helado como puede ser? si dentro de mis venas fluye sangre hirviendo.	miedo	1
2018-Es-03010	Que rabia con este guri	miedo	0
2018-Es-00004	¿Por qué no cancelan clases en mi escuela? No hice la exposición 	miedo	1
2018-Es-02605	Horrible lo que me pasó recién, no voy a poder dormir tranquila	miedo	3
2018-Es-00761	OJO QUE SE VIENE LA VENGANZA 	miedo	1
2018-Es-06221	"pegarle a una nena es de cobarde" mi primo de 7 años♥️	miedo	0
2018-Es-05932	Abril tiene prohibido quejarse conmigo.	miedo	0
2018-Es-04642	Fa loco no quiero cumplir 18, quiero jugar con autitos y que mi única preocupación sea llegar a casa a las 7 para tomar la chocolatada.	miedo	1
2018-Es-02745	pavor de gente retardada	miedo	1
2018-Es-02139	Deje el cargador completo del celu en el bolsillo del pantalón y lo pusieron a lavar #Miedo	miedo	2
2018-Es-03739	Te necesito en mi vida 	miedo	1
2018-Es-04871	Miedo profundo. Con tontito uno y dos. @lionardosofia faltas vos! 🙇🏽‍♀️	miedo	3
2018-Es-06028	@prinnabenavides estupida, contéstame snap! , estoy preocupada por voos	miedo	2
2018-Es-05532	@MPvenezolano Pronto la veremos en un tribunal y destituida por corrupta y traidora, por su inacción y complicidad en el terrorismo!!!	miedo	0
2018-Es-02484	Había olvidado todo eso del zika y chiconguya y andaba bien vergas sin repelente hasta que me tapizaron de piquetes y mentró'l susto.	miedo	3
2018-Es-06217	@camille_blonde_ Jajajaja creo q se vuelve más rápido Tt diciendo no hables Lau o tengo miedo a lo que dice Lau jajajaja	miedo	0
2018-Es-00231	@ATTMx  #pésimoservicio. No avisan cambio de política a usuarios y se perdió mi numero con saldo a favor.	miedo	0
2018-Es-00194	@Arteem @camilocnn Simplemente era una inquietud no voy a entrar en controversia gracias que estés bien	miedo	0
2018-Es-03664	La oscuridad q hubo...😮 Otra que el eclipse! 	miedo	1
2018-Es-05239	@Larissacostas @Almagro_USA2015 Eres tremenda Larissa q risa con almugre	miedo	0
2018-Es-06651	Que negros de mierda,se tiene que morir todos esos hijos de puta	miedo	1
2018-Es-01410	to2 me responden la hist de ig como si hubiera echo algo grave lloro JSJAJAJ	miedo	0
2018-Es-01698	Cada vez que estoy aburrida me corto el flequillo. Pero tan pelotuda voy a ser? Encima odio como me queda	miedo	0
2018-Es-03867	La preocupación y el dolor de ver a tu perrita desmallarse en tus brazos  neta no se lo deseo a nadie.	miedo	3
2018-Es-03093	Por que sorete me dejas tan nerviosa no se AAAAAAAAAAAAAH me voy a morir(?????ahr si	miedo	3
2018-Es-03322	Terrible tarta de ricotaa	miedo	0
2018-Es-03236	mi gasista de burzaco en el 2015 ponia 55 estufas hoy 3 ... ya esta, es la medida de un laburante- este sistema es deplorable	miedo	0
2018-Es-02925	ay nooo que horrible... me acordé cuando me pasó lo mismo hace como dos años ajjajajajaja	miedo	1
2018-Es-01443	Que horror pensar en todo y que se me caían las lágrimas, estoy tan triste	miedo	3
2018-Es-02368	si no me sigues pa q cotilleasssssss q pesadez	miedo	0
2018-Es-02032	@radiopanama Lo sentí  @costadeleste 	miedo	0
2018-Es-00120	"Mañana viaje de negocios"  *tengo que ir a poner una alarma a un pueblito que ni sabía que existía*	miedo	0
2018-Es-03923	Cada vez que tengo que caminar y podría estar manejando el auto me enojo conmigo misma	miedo	0
2018-Es-01805	@Limzul @Jotaderos Jajajajajajaj ai que lloro, no se ve en la foto pero no lleva zapatos y lleva sus calcetines motivaciones 	miedo	0
2018-Es-01895	@Supervivientes Un vago redomado que al principio hacia gracia, perdió kilos y perdió gracia, las dos cosas, al final es un resentido pelota	miedo	0
2018-Es-06594	Estoy llorando pero no tengo cara para pedirte perdón, enserio lo siento	miedo	2
2018-Es-00211	Este dilema financiero me tiene con una zozobra tan brava.: me siento pensativo	miedo	3
2018-Es-04252	No hay caso nunca llegó a terminar una peli de terror #Miedo	miedo	3
2018-Es-03164	-¡Me cagan los lunes! -Pero si ya es martes. -Ya sé, pero todavía me acuerdo. 😒💔😡	miedo	0
2018-Es-05097	Mucha presencia policial en estación Constitución y aledaños desde ayer. 	miedo	1
2018-Es-00996	@MariferBanda ??¿ me siento ofendida	miedo	0
2018-Es-02508	Yo no soy como ella & eso también me hace diferente es horrible la situación y la debe estar pasando mal prefiero no reírme y ta q horrible	miedo	2
2018-Es-04311	ufff cuando vaya con luna a capi me llevo el parlantito y a full los red dios que nostalgia	miedo	0
2018-Es-03770	@djscaracas @joseolivaresm @cesaralonsoUNT @stalin_gonzalez @unidadvenezuela q susto eres un lame perros solo eso .	miedo	3
2018-Es-00525	Si hay que ir se va.... a las 20 nos vemos #castellers #xiquetstgn #rabia #orgull	miedo	0
2018-Es-02961	@miishelv20 Me hackearon! 😢	miedo	2
2018-Es-03422	Mis ganas de que ya sea fin de semana son terroríficamente impresionantes	miedo	1
2018-Es-03044	Yo indignada en 2017 por series de 2007, la película. Ah no, que seguro que la quitarían también.	miedo	0
2018-Es-04853	chicas no saben lo cuanto q estoy ansiosa para sábado es algo q no puedo explicar	miedo	2
2018-Es-03668	Ella tenia terrible cara de perra y tenia tremendo pote	miedo	2
2018-Es-03379	@marcoporchile @sebastianpinera El viejo truco de mentir, mentir...millones? El primo es dueño? Tan desesperado Marquitos ??	miedo	1
2018-Es-05378	Siempre estoy enojada, es mi don.. mi maldición.	miedo	2
2018-Es-00344	@samario2 @YFERLEYHR @petrogustavo Habla de Terrorismo y se esconde detrás de un nick falso, pobre Uribestia ardido	miedo	0
2018-Es-00048	Iris siendo la líder del team flash y wally usando el traje de barry espero que solo sea un flashpoint 2.0 porque seria tremenda cagada chau	miedo	0
2018-Es-06009	@Fabr1_320 Deberías quitarme de tus notificaciones, sigo ofendida por lo de la peli, cambio y fuera	miedo	1
2018-Es-00080	odio ser tan desconfiado firme	miedo	2
2018-Es-06949	#Barcelona Cual es el nombre del #juez ?! Quien ha detenido la deportación del #Terror Iman #Satty  con el argumento no es un #riesgo  !	miedo	3
2018-Es-03971	Me mente es demasiado horrible... No aguanto le aguanto ni me aguanto.	miedo	2
2018-Es-06180	Que alguien me diga alguna película de terror bueena (y que este en netflix)	miedo	1
2018-Es-06422	No estás deprimido, estás distraído  Distraído de la vida que te rodea🎶👌🏽	miedo	1
2018-Es-05126	Pese al bajo nivel de Copa Oro grata sorpresa ver a Martinica competir con selecciones superiores a ellos. Ya sé estoy enfermo de fútbol	miedo	0
2018-Es-00954	Dj Luan do Tabajara o terror da Sul 💯	miedo	1
2018-Es-02834	No me canso de ver mi abuelo es un peligro	miedo	0
2018-Es-01355	Me impresiona todo el amor que me tiene Leia a pesar de que cada 4 días la dejo sola 😭 💔	miedo	0
2018-Es-02053	Tremendo asco me da cuando me lo nombran.	miedo	1
2018-Es-05583	Estoy demasiado llorona hoy 😭.	miedo	2
2018-Es-06074	@lizardo_jesus Ya estoy cansada de llorar ,ya quiero q se acabe está pesadilla ,que desgracia el día q Chávez dijo "por ahora ".	miedo	2
2018-Es-05135	Tremendo día de trabajo, muy productivo 2/2 a ver si se hace una racha.	miedo	0
2018-Es-01210	No puedo con está ansiedad.	miedo	2
2018-Es-00270	Quiero ponerme trenzas de nuevo 😭	miedo	0
2018-Es-02303	@marisolglzz Aburrido y panza México	miedo	0
2018-Es-01438	@NTN24ve eso es lo unico que sabe hacer este señor , amenazar y amenazar	miedo	1
2018-Es-05801	Hay veces q me dan ganas de rajarme un tiro de lo salame q soy 😤	miedo	1
2018-Es-03868	!Miedo!,tuve miedo de encontrarla - 	miedo	3
2018-Es-01663	Estoy muy ansiosa con este viajeee 😊😊	miedo	1
2018-Es-00205	@indpcom @Albert_Rivera @InesArrimadas Y el berrinche de Cs tres cuartos de lo mismo	miedo	0
2018-Es-00471	Recién estaba en el living de mi casa sola y el parlante de mi pieza se PRENDIO SOLO 	miedo	3
2018-Es-01667	No estaba ofendido? ;)	miedo	0
2018-Es-03131	El muodo no esta amenazado por las malas sersonas, sino  or aquellos que permiten la maldad. f Albert Einstein	miedo	1
2018-Es-01976	Mi abuelo es un peligro 😅🎬	miedo	1
2018-Es-03468	@kasoamp Qué horror este engendro. Repulsivo.	miedo	3
2018-Es-01837	Cómo le saltan los prejuicios de clase al progre cuando ve colas de gente por un descuento. Ay que  espanto gordooo.	miedo	2
2018-Es-01543	Tormenta con truenos 😭 	miedo	2
2018-Es-04997	Marco...¿no es terrorismo en la Araucanía?... pues te escucho ¿ qué es?	miedo	1
2018-Es-03234	Pero les tengo una sorpresa para ustedes, así que valió la pena 💃.	miedo	0
2018-Es-04701	@camimanques20 Shadowhunters, es tremenda cagada pero la amo ahre	miedo	0
2018-Es-00040	@sorlandoponce Juan Carlos le pregunto temeroso y con mucho respeto a Pinto,luego queda hablando en el programa	miedo	1
2018-Es-05593	@Viejastirpe Además no necesita haber pelea de por medio.	miedo	0
2018-Es-02818	|| Acabo de leer el twett de user de Brooke y mi mama al mismo tiempo dijo "anda mal el internet" #miedo. Ahre les contaba su vida.	miedo	2
2018-Es-04994	Estoy muy indignado, ellos estan ebrios y flayean que yo estoy ebrio y no me dejan tomar, alta familia	miedo	0
2018-Es-05896	@Oskhar111099 Donde estaba independiente es lo que te digo!!! Cómo jugaba, eran horrible, este es el mejor independiente de los últimos años	miedo	0
2018-Es-05998	@fiooresilva Fuera de joda si vi a tu hermana, vos sos la unica amargada que no sale nunca!!	miedo	0
2018-Es-02871	#AnimalesSueltos es el único momento que miro este programa ya que Asís con una mirada simple de la política pone nervioso a los globitos	miedo	1
2018-Es-05050	@salvaoret pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(	miedo	1
2018-Es-01982	Pa es una pesadilla	miedo	2
2018-Es-03295	Soñé que me robaban y en mi sueño vi perfectamente la cara de ambos choros 	miedo	2
2018-Es-06213	Me estoy empezando a asustar.	miedo	3
2018-Es-01885	@antronco2082 Estaba fuera de peligro.	miedo	1
2018-Es-01411	FLORES VOTA EN CONTRA LA LEY  SI LO ÚNICO QUE DEFIENDE ES A SU MENTOR POLÍTICO   EL CHICO ZALDÍVAR A QUIEN  NO SOPORTO VERLO LLORAR	miedo	0
2018-Es-04600	Estoy muy preocupado 😢 Solo espero que se recupere pronto	miedo	3
2018-Es-01821	Me encanta mi celu sin funda, pero me da miedo que se me caiga y se me rompa😑	miedo	3
2018-Es-00671	Que hago leyendo eso jajajajajaja que horror	miedo	0
2018-Es-00417	@cokep Que eres terrible fome! 🙄 Y añejo poh!	miedo	1
2018-Es-01740	Que cansada estoy 😢	miedo	0
2018-Es-04441	@FLOYD_1975 @MARTINAMARIS Que peligro están emputados las Farc y su papá Maduro. @JuanManSantos, y ahora quién podrá defenderlo ?	miedo	2
2018-Es-05776	@EmiRatajkowski Es que es una ofensa para la población penastica, okis.	miedo	0
2018-Es-00559	@Gonzatraverso22 Quiero saber quien	miedo	0
2018-Es-04374	#MiSolucionParaElInsomnio la verdad tengo unas pastillas del terror ZAVIANA FS 12,5mg hipnótico va directamente sistema nervioso central 💤💤💤	miedo	1
2018-Es-00577	Ha saltado supersubmarina en el aleatorio y ya estoy llorando xd	miedo	1
2018-Es-02397	No sé cómo le haces para que no pueda durar enojada contigo más de 2 días	miedo	0
2018-Es-01954	@LauraBarriosHer Y más encima me insulta!! Ufff...ahora ya se me pasó el susto y me dio toda la rabia 😠	miedo	2
2018-Es-01870	NO PUEDEN SACAR AMERICAN HORROR STORY DE NETFLIX. LLAMEN A MIS ABOGADOS	miedo	0
2018-Es-03216	No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy 100% indignada yo también.	miedo	0
2018-Es-01265	@obrienftme_ pero aun asi tengo 	miedo	0
2018-Es-04775	@LadyRosalya No es eso Otra ve entraste en depresión o preocupación y eso es feo >^<   Tu mereces amor y ternura ♥	miedo	1
2018-Es-04528	Es muy fuerte El otro día estaba escuchando Leave out all the rest, me pone tan melancólica esa canción  Que si la escucho ahora...	miedo	1
2018-Es-03068	aliade: las mujeres son x si solas no x un hombre sí al poder de decisión💪 *se entera de que tienes novi* aliade: bua m enfado y no rspiro	miedo	0
2018-Es-00067	@shawnefasto dijiste q un shipp q me incluía era horrible así q me hablaste d alguna manera	miedo	1
2018-Es-02424	Acciones para desmitificar la depresión como tarea pendiente.	miedo	1
2018-Es-03974	Así que lamentablemente el mundo del Rock está de luto #QEPD Chester Bennington	miedo	1
2018-Es-00947	😱😱😱😱escucharon ese trueno? ⚡️	miedo	3
2018-Es-06012	@Clentrus @DalasReview lo consideras alguien terrible,pero¿te das cuenta de lo que escribes?	miedo	1
2018-Es-04979	Ansiedad, frustración, gracias por ser mis fieles compañeras.	miedo	2
2018-Es-06932	Me trague el alambre de los brackets con una súper Mac 	miedo	1
2018-Es-05296	jajajajajaj seguimos resentida??	miedo	0
2018-Es-00984	« daño que le hiciera a pesar de ser un crío desde su punto de vista. Ni cómo podía acabar. Volvió a pegarle una vez más, esta vez en la »	miedo	1
2018-Es-02451	@Julio_Camejo @multimediostv @LisVega Sr. Julio camejo ke no le influya chavana se ve ke los kiere intimidar.	miedo	1
2018-Es-02227	@reecevolution te juro que lo amo mucho y toy con tremendo nudo en la garganta capaz es exagerado pero ok lo voy a extrañar	miedo	1
2018-Es-05567	@ranitadh Muchas Gracias por tu preocupación y me estoy cuidando 😊😘😘	miedo	0
2018-Es-05447	Qué tristeza sentir que uno no es suficiente para nada ni para nadie. Meh, matenme que ya ni yo me aguanto.	miedo	2
2018-Es-04659	Me va a dar algo si sigo tan nerviosa	miedo	3
2018-Es-04706	AMO el "OMITIR INTRO" de Netflix ☺... (cómo andamos con la ansiedad) 😂	miedo	0
2018-Es-00115	Cansancio para regalar. Info aquí 👋	miedo	0
2018-Es-00862	@Curiosa 😰 a mi se me detuvo el tiempo por esos instantes 	miedo	1
2018-Es-04835	La #Cárcel más grande es el 	miedo	0
2018-Es-00343	@milebebe claro, mira el tolima perdió con nosotros por igual marcador y hoy ganó	miedo	0
2018-Es-01913	Me chamuyaba uno en la trafic y ahora me agregó al facebook 	miedo	0
2018-Es-05073	Y yo, lo único que quería es que lucharás por mi, por nosotros 	miedo	0
2018-Es-06540	Inhala-exhala, no voy a caer en el juego, inhala-exhala... 	miedo	0
2018-Es-04003	L, A, D y N en la presentación de los PCA's estaban nerviosas, Lauren en especial. Ella antes de salir tuvo ansiedad y quiso vomitar.	miedo	1
2018-Es-03656	2 días para el lanzamiento de #miedo @CGaitanOficial qué ganas enormes de escucharla 👄💕	miedo	1
2018-Es-03117	Me dicen y mas nerviosa me pongo	miedo	3
2018-Es-01281	La miedosa X Sólido jamssss	miedo	1
2018-Es-04034	Porque la luz de mi cuarto siempreee titila, como en las películas de terror cuando se viene algo malo	miedo	3
2018-Es-05579	ya se que estoy quedando en ridículo pero es la desesperación no soy yo es la desesperación	miedo	3
2018-Es-00916	Mi nombre es Max desperté en mí coche cerca de casa ,voy a casa ahora pero las fotos de mi teléfono me dicen que no será lo mismo 	miedo	1
2018-Es-02841	"Chongo" usa mi cuenta de Netflix y sólo ve cosas de narcotráfico 	miedo	0
2018-Es-00878	De ti quiero más bellaquera menos timidez	miedo	0
2018-Es-01554	@MiicaaJunior Que ni culo inquieto es😒😂	miedo	0
2018-Es-04267	Lamentamos profundamente el fallecimiento del usuario de BiciMAD por atropello en c/Alcalá. Nuestro más sentido pésame a la familia. …	miedo	1
2018-Es-01488	Pero y esa furia? No te ajites te puede dar algo !🤔😂😂	miedo	2
2018-Es-01184	@ruizjavier21 @Segoviadanilo Cuando estés aquí 😡	miedo	0
2018-Es-06787	8:20 puse la alarma. Gordo especifico daaa ponela a las 8 u 8:30. Incalmable	miedo	0
2018-Es-02493	Se puede temer a la vida, se puede temer a la muerte, pero más temo yo dejar de tenerte. 	miedo	2
2018-Es-05861	Eso para vos no es un insulto?	miedo	1
2018-Es-04677	Sanguíneos en muchos casos. Se indica SIEMPRE que las pastillas pueden provocar trombosis y tienen otros efectos secundarios.	miedo	1
2018-Es-01692	La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 	miedo	1
2018-Es-02960	Ya se hizo de noche 	miedo	1
2018-Es-02386	@sanitas_atiende estoy muy disgustada por la gestión en mi póliza y me van pasando de un lado a otro. Decepcion Es la palabra	miedo	1
2018-Es-00337	@teleSURtv Cuanto ántes en cana!!! Viejo satánico cobarde y corrupto!!! Temer = a mugrizzio.	miedo	1
2018-Es-06051	@TodaPasion @RodolfoDonofrio esta preocupado?	miedo	0
2018-Es-04858	@frostscientist Mire no me venga a amenazar >:'v	miedo	1
2018-Es-01546	No es de resentimiento madre pero hubiese preferido que me pusieses en el polivalente	miedo	0
2018-Es-05353	Hoy, a pesar de los reclamos de miles de ciudadanos, el @INEMexico aprobó por unanimidad lineamientos para censurar las redes sociales.	miedo	1
2018-Es-00490	me acabo de acordar de que este curso hago selectividad y tengo 	miedo	0
2018-Es-02763	@ZampiniAldana AH BUE!!! JAJAJAJA 	miedo	0
2018-Es-06548	La desesperación escucha indiferencia en silencios que no son más que desamor  #MiercolesDeGanarSeguidores	miedo	1
2018-Es-06789	COMO ES ESO QUE ME SACARON AMERICAN HORROR STORY DE NETFLIX LLORO💔💔💔💔	miedo	1
2018-Es-00440	Por qué entre dos caminos elegir el más riesgoso? // Mayor riesgo implica mayor temor. Le temes a lo que deseas.	miedo	1
2018-Es-02674	| Caity: "Sara siendo intimidada por Supergirl"   —Muere—	miedo	1
2018-Es-00551	va mejor venganza contra quien rompio tu corazon, es demostrar que eres nerfectamente capaz de ser feliz sin el/ella.	miedo	1
2018-Es-03137	Hasta los webs de tanta burocracia, comisiones y getismo en general. Dan ganas de hacer de Michael Douglas en Un día de furia...	miedo	0
2018-Es-04437	Tratare de vencer el temor	miedo	3
2018-Es-02730	Me imagino a Cande enojada y me acuerdo cuando le pintaban los celos! 14, 15 años 😂😂😂	miedo	0
2018-Es-03621	@Factanonverbaa_ Quién cojones eres y por qué me estás stalkeando si no me he dirigido a ti en la vida. Serás otro ofendido en fin. Block.	miedo	0
2018-Es-06627	Lo peor es que como solo te atienden por mail, no se hacen cargo!, la atención al cliente post venta es de #terror @DespegarAr	miedo	2
2018-Es-01534	@Lamariquita_vol Chica, alejate de cualquier objeto filoso o peligroso	miedo	1
2018-Es-05146	Ansiosa y estresada estoy y no tengo tiempo para nada... pero bueno, esta ha sido mi pequeña reflexión de hoy😊 (tmb es xq me estoy leyendo +	miedo	2
2018-Es-02507	odio que me toquen el cuello que sensacion horrible no me gusta	miedo	1
2018-Es-02153	O mi verano cambia radical o se convertirá en el verano mas aburrido de la historia	miedo	0
2018-Es-06345	¿Algún indignado disponible? Que me aburro.	miedo	1
2018-Es-02579	Hay quienes ante el peligro se crecen.	miedo	0
2018-Es-03182	@tomacuaquer @caritocabrera28 Te creo a veces pasan esas cosas #miedo	miedo	3
2018-Es-06055	@xFedrxgon quedo parada allí a un lado de la puerta claramente sintiendo aquel repugnante olor a alcohol en sus fosas nasales y aunque -->	miedo	1
2018-Es-04964	Con la tremenda siesta que dormi olvidate que me duermo ahora,la puta madrrrree	miedo	0
2018-Es-05876	@Mickey_Dozanti Lamentable para mi, no creo que sea posible vernos, y eso si me pone sad. 😢💔 Igual se divierten y la pasan bonito. 😃❤✨	miedo	0
2018-Es-02840	@yeyoadbm @MConsuelofg @Pamelafy @Interpanic Oye que terrible esta gente.	miedo	1
2018-Es-04939	-Su mochihermano es consumido por la oscuridad.-	miedo	1
2018-Es-03312	Como q mi hermano cumplió 16 y parece de 20 	miedo	0
2018-Es-06252	@armando_bubu @CNNEE Ya decia yo. Era el sospechoso principal. Jajajaja	miedo	0
2018-Es-06238	menos mal que me quedé en mi casa pq en cualquier momento me quedo pelada de tanta depresión	miedo	2
2018-Es-02718	@AntoAntimilla Si las ves te vas a arrepentir, terrible asco	miedo	1
2018-Es-00885	Creo que el peor insulto que me han hecho es "gei"  No porque gay sea un insulto, es que lo escribieron tan mal y de paso con tanto odio...	miedo	1
2018-Es-05524	Mentira sólo tengo una Shepherd  Peligroso y me matan también a mi.	miedo	2
2018-Es-06529	Necesito salir en la oscuridad veo más claro que con dos soles, y es una porquería todo lo que se me atraviesa 😂	miedo	1
2018-Es-06409	@DalasReview Sinceramente mi preocupación va más Argos y en todo lo que esto le va afectar :(	miedo	3
2018-Es-01940	Que noche más aburrida.	miedo	0
2018-Es-06587	Desesperación nivel: media hora con hipo. ¡Para YA!	miedo	2
2018-Es-06571	Sentir como un terrible vacío en el pecho, lo peor💔	miedo	2
2018-Es-01661	@ShxrxnRivxz Y bueno falsa alarma 😂 quiero que seas vos de verdad😍	miedo	0
2018-Es-00888	@vertvnoticias Bueno a estos le hemos escuchado decir cada cosa... !! Infeliz ...	miedo	0
2018-Es-02411	@AdamLGNevill @minotaurolibros •Género: #misterio #terror   •Saga: No.  •Traducido por: Manuel Mata.	miedo	2
2018-Es-02497	@DebRyanShow #Rayito tengo ansiedad	miedo	2
2018-Es-02036	@NTN24ve Este narco es impresentable...además de narco y corrupto... sólo sabe amenazar. Ordinario, además.	miedo	1
2018-Es-06339	Cada vez que digo pongo el pc y me pongo a estudiar, truena. #tormenta 	miedo	2
2018-Es-01083	Estoy re nervioso con este tema	miedo	3
2018-Es-02482	Mi papa me dice vos estas nerviosa por algo a mi no me jodes y yo nonono,ni les conte que desaprobe todavia alto estresss mabel	miedo	2
2018-Es-06888	Si alguien me quiere hablar no me enojo jajajaja	miedo	0
2018-Es-00635	es una persona PELIGROSA y con mucho poder encima	miedo	2
2018-Es-00607	Mañana es mi acto de graduación y no puedo dormir por la ansiedad.	miedo	3
2018-Es-00244	Camila no dejaba de reírse, terrible😂	miedo	0
2018-Es-02697	El descontento, el cansancio, la obstinacion, LA ARRECHERA esta tomando el plano atmosférico en mi país!	miedo	3
2018-Es-06033	Tenía mucho que no me ponía tan nerviosa al hablar por teléfono.	miedo	2
2018-Es-00023	Odio la gente cerrada, que no se deja ayudar. Para colmo la mayoría de la gente que quiero es así 	miedo	1
2018-Es-02409	Este se la da de monje y es terrible pelotudo, y ella le habla.	miedo	1
2018-Es-06436	Si las lluvias continúan, como de hecho ocurrirá, cuántas obras públicas más están en peligro de colapsar?	miedo	1
2018-Es-04049	No me tientes Santanaaaassssss 	miedo	1
2018-Es-00363	De ti quiero mas bellaquera menos timidez	miedo	0
2018-Es-00544	Tengo el pelo horrible, cuando cobre me voy a comprar hasta lo imposible para tenerlo hermoso	miedo	0
