identify	message	emotion	category
2018-Es-02798	¿Alguien aburrido/a?	tristeza	NONE
2018-Es-00603	Abraham no ha parado en todo el día, va de entrevista a entrevista, el pobre debe estar re cansado	tristeza	NONE
2018-Es-03070	Más que nada mi cuerpo soy obesa ahora 	tristeza	NONE
2018-Es-00209	@arlenemusume Ufff. Es terrible. Mi ex sufría ene por eso y yo me sentía muy mal por no entregarle la ayuda que correspondía	tristeza	NONE
2018-Es-06938	Esa #Depresion  post concierto 😭😭😭😭	tristeza	NONE
2018-Es-05942	Que pereza madrugar para llevar la matrícula, me pierdo algunos partidos y el de Fnatic 	tristeza	NONE
2018-Es-04170	Otra vez la misma rutina 	tristeza	NONE
2018-Es-03029	La represión en Lara es grave, igual en Carabobo, cantidad de detenidos y heridos es inmensa, muchos estados del país en iguales condiciones	tristeza	NONE
2018-Es-06939	Alta depresión no salir hoy	tristeza	NONE
2018-Es-00981	@AudGuelaguetza terrible sonido en el concierto de #Mexicanto  Inadmisible para el público y para los artistas...	tristeza	NONE
2018-Es-02060	@violetacedeno @ladivaza Tristemente ya no está💔💔😨	tristeza	NONE
2018-Es-03666	@KeseckerEthan @nooragalloway En serio Ethan, te mueres por Noora, nos odias a mí y a las alphas o qué?	tristeza	NONE
2018-Es-06370	me pone re triste no estar con mis amigas 😪	tristeza	NONE
2018-Es-05726	mis amigos se empezaron a reír y el cajero también 😢	tristeza	NONE
2018-Es-01574	Me siento re mal 😥	tristeza	NONE
2018-Es-06267	@Kevshica FUI A TODAS LAS REDES DE LALI RE DESESPERADA, ME CAES MAL ahre	tristeza	NONE
2018-Es-05704	La hermana de Camila me pone musica deprimente LPM 💔💔	tristeza	NONE
2018-Es-02054	La depresión y la ansiedad es un tema real, hagamos algo para ser escuchados y que la solución no sea quitarnos la vida	tristeza	NONE
2018-Es-05392	Si te dije feliz dia es por que sos importante y en serio estoy feliz de tenerte en mu vida,amigo no se le dice a cualquiera🤷🏼‍♀️	tristeza	NONE
2018-Es-06816	estoy cagada de cansancio quiero dormir por diez días o hasta morirme como sea	tristeza	NONE
2018-Es-00253	Feliz dia en especial a los que a pesar de la distancia cuando nos juntamos sigue todo igual de bien y nos cagamos de risa como siempre	tristeza	NONE
2018-Es-05310	extraño ver las caritas de mis amigas esperándome en casa rosa 	tristeza	NONE
2018-Es-03764	@SoffiaEndrigo Ahhh me asusté, no es tan grave entonces 😅	tristeza	NONE
2018-Es-03884	oye? cómo cresta uno sabe que tiene depresión u otros problemas? porque paja poner un peso más a la familia	tristeza	NONE
2018-Es-00714	Porque a mi no mE PASAN ESAS COSAS 	tristeza	NONE
2018-Es-00473	Ingerencia extranjera NO, intervención Armada es lo q nos queda pase lo q pase, lamentablemente. Ya basta de sigan matando gente inocente	tristeza	NONE
2018-Es-04788	Porque soy muy llorona, 😭😭😭 ay Dios, 😭😭😭😭 pero q lindo ver como la apoyan, 😍😭😭😭😭😭ya q acabe esta tormenta, q intensa por Dios soy 😭😭😭😭	tristeza	NONE
2018-Es-01262	@lasaldecolombia ¿Que dices ahora infeliz?	tristeza	NONE
2018-Es-01819	@trafficMcbo @nelys1683 @monanu Dios que pena, espero que no le pase nada malo.	tristeza	NONE
2018-Es-03035	@kittlab @Carlosurrutiacp @joantier @gabrielrufian @blindonion8 Miralo, Pobrecito, le da rabia que pongan likes. Va, uno de regalo!	tristeza	NONE
2018-Es-04198	¿Hay algún estudio sobre la incidencia de personas con depresión usando Twitter o Facebook?	tristeza	NONE
2018-Es-01079	@zaynngel ya ni siquiera es gracioso tomarme ss, ahora y estás muy hundida y ese es el contenido que necesito en mi tl	tristeza	NONE
2018-Es-03319	Camila está llorando porque le dedicaron una canción lpm #ellos	tristeza	NONE
2018-Es-04885	"con esa cucharita y terrible boca no vas a terminar de comer" amorosa	tristeza	NONE
2018-Es-05542	@Ancler_123 @emocritoMCPE Joder que nostalgia :'v	tristeza	NONE
2018-Es-00646	@jdclarke Nueve años tenía yo cundo fui guía. Perdió contra Arias.	tristeza	NONE
2018-Es-04827	Uh que aburrida estoy	tristeza	NONE
2018-Es-05386	se me hizo un nudo en la garganta quiero llorar	tristeza	NONE
2018-Es-05407	@stevenarce Minicooper, q pena, le quedamos debiendo unito.	tristeza	NONE
2018-Es-02109	"Luces como si estuvieras cansada de todo y de todos"  Lo estoy mamá, lo estoy.	tristeza	NONE
2018-Es-03221	@PaoZen Sip, igual 🙁	tristeza	NONE
2018-Es-05706	@purplehanash Awww condolences... 	tristeza	NONE
2018-Es-06007	@robftjimmy Pero jota es legendario 😭	tristeza	NONE
2018-Es-01121	@francontreras_7 Tengo una sospecha 😉	tristeza	NONE
2018-Es-01486	@MillosFCoficial Les falta jugadores y una camiseta bonita ... eso da pena	tristeza	NONE
2018-Es-04167	Esta noche va ser. Terrible y laburo mañana	tristeza	NONE
2018-Es-03004	NO SE SI LLORAR, GRITAR O MORIRME	tristeza	NONE
2018-Es-05376	Lo nuestro empezo muerto, fue como esperar agua en el desierto o algo de luz en la oscuridad	tristeza	NONE
2018-Es-03778	No quiero que sea 26 😢 .	tristeza	NONE
2018-Es-02099	@KaryCorrea Tienes razón. Es un comentario completamente fuera de lugar y supongo que muy desagradable.	tristeza	NONE
2018-Es-05733	@EresPensamiento El remordimiento es el sentimiento más difícil .. 	tristeza	NONE
2018-Es-00514	@_AgusMartinez07 Yo tambien pero q mas da no tira quedarme aburrida aca jaja💆	tristeza	NONE
2018-Es-02273	Ese momento en que te da miedo dormirte porque no te vas a levantar 😭 #vidadearquitectos	tristeza	NONE
2018-Es-02365	@Chileokulto ¡¡¡ LA SEGUNDAAAAAAA !!!. Todo un clásico del centro de Santiago. Se perdió un patrimonio humano muy importante.	tristeza	NONE
2018-Es-00453	@fabrigax Yo lo mismo pienso de la frontera 😥	tristeza	NONE
2018-Es-01120	@Nicoo_ooo Igual no te dijo💔, Andrés me perdió 😂, te amo Osito 😍	tristeza	NONE
2018-Es-03427	Pero no te miento, valio la pena🎤	tristeza	NONE
2018-Es-05430	Me siento culpable de que este enfermo gracias a mi. 🙁	tristeza	NONE
2018-Es-00710	@Pamelalalalalal @pamelalal Feliz día. Estoy pronto a iniciar un programa de radio. Tendrás novedades pronto pero pronto en serio.	tristeza	NONE
2018-Es-02179	decepcione a las personas que mas quiero en mi vida 	tristeza	NONE
2018-Es-00650	Ayron de Valle juega a buscar la falta, que vaina para aburrida. Se pierde sorpresa en la salida y en el ataque Millos a mejorar mucho	tristeza	NONE
2018-Es-00689	@Matifulco7 que tal esa cola rota? Valio la pena?	tristeza	NONE
2018-Es-04949	Su hay algo que detesto, es esperar. 	tristeza	NONE
2018-Es-01053	Creo que en mi foto, por mi narizota, parece que estoy haciendo la britniseñal 🙁	tristeza	NONE
2018-Es-05847	@_Villa21 Jajjajajjajajajajjaja es serio, jajajjajajjaja	tristeza	NONE
2018-Es-06916	Mi hermana es el mejor ser humano de este planeta, la amo mucho 😭	tristeza	NONE
2018-Es-05446	@cayeruby @viviperez_r Ojalá encuentren. A ese infeliz, bestia	tristeza	NONE
2018-Es-00436	@OfBlueHeart + cansado, francamente no sabía qué hacer o decir en un momento así, no estaba seguro de si meter la mano en la herida para +	tristeza	NONE
2018-Es-03512	Que rabia esa gente que come como cerdo y no sube de peso, yo respiro profundo y subo 30 kilos 	tristeza	NONE
2018-Es-06693	Cuando se mato #ChrisCornell con tristeza total, lo único que pensaba era que me quedaba la voz de #Chester de #LinkinPark y ahora? 😭	tristeza	NONE
2018-Es-05397	Yo solo parlo cuando voy buscando algo serio al final, por eso solo he parlado al que fue mi primer amor, aún lo es ): me les deprimo mk	tristeza	NONE
2018-Es-01803	Increpado #Peña en #Joquicingo por alumnos de la #UAEM, se provoco una trifulca y aun así había gente elogiando y gritando #Peña.	tristeza	NONE
2018-Es-00390	@Guaja7ely @lavecinarubia Si jajajajaja que suerte tienesxD esta gente está amargada	tristeza	NONE
2018-Es-00593	@Gi_del_Blanco a mi tmp, triste	tristeza	NONE
2018-Es-02288	Básicamente es el hermano de la pj de Emy, y tiene un pasado súper trágico según Emy.  Emy es la que debería estar diciendo esta info. (?)	tristeza	NONE
2018-Es-05434	El q riendo las hace , llorando las paga , sepalo mami	tristeza	NONE
2018-Es-04786	Basta de estar mal por gilipolleces. A partir de ya me toca vivir de una puta vez. Y si a alguien se le ocurre quejarse, puerta.	tristeza	NONE
2018-Es-06917	Si quieres perder peso, es importante estar bien contigo mismo. Es muy difícil mejorar tus hábitos si estás deprimido	tristeza	NONE
2018-Es-03270	😰y: me siento desanimado	tristeza	NONE
2018-Es-02633	El susto de mi vida me pegué... gracias a Dios estas bien mi gordo, nuestro ángel no dejo que nada malo te pase. Ya pronto estarás mejor😍	tristeza	NONE
2018-Es-03169	Me siento como cuando me quede en circuitos I ! #triste	tristeza	NONE
2018-Es-04937	@NathcnSP « nostalgia ante los recuerdos. —Bueno, me defiendo con que a veces salía al jardín, o al comedor. Pero nunca fui un chico que »	tristeza	NONE
2018-Es-02884	@_lovetae_  me ignoras 😭-c va a llorar al rincón-	tristeza	NONE
2018-Es-00278	cojo in october w/ @brielocin !!! 😭	tristeza	NONE
2018-Es-01002	@Daniel_ChefMX si la verdad si, cuando dejo sus juguetes fue lo mas triste 😭	tristeza	NONE
2018-Es-01054	Alguien q me quiera alegrar la noche?? Porque me está por dar depresión grado 100	tristeza	NONE
2018-Es-01872	Si no puedo subir escaleras cómo llegaré hasta el tercer piso en la prepa 	tristeza	NONE
2018-Es-03457	@GGeiseken @Mocusa3 A esos terroristas mal paridos la desesperación de verse derrotados los está poniendo más violentos	tristeza	NONE
2018-Es-00742	Los políticos oficialista piden pruebas de la corrupción como q la población dominicana está ciega o perdió los ojos con el #CasoOdebrecht	tristeza	NONE
2018-Es-01439	@Nicolas45952371 Estas aburrido?😂	tristeza	NONE
2018-Es-00332	@Grown1DARG alguien me regala? ahre no puedo creer el papel lamentable que estoy haciendo	tristeza	NONE
2018-Es-01279	Yo también estoy cansada, y sin embargo..	tristeza	NONE
2018-Es-06526	Miedo a la respuesta 😢	tristeza	NONE
2018-Es-04537	Antes a estos problemas ni les prestaba atención, ahora me quitan las ganas de dormir y mas ansiedad ... La vida y sus cambios.	tristeza	NONE
2018-Es-01835	No puedo estar mas cansada lpm	tristeza	NONE
2018-Es-00493	miraloooo, conmigo perdió todo	tristeza	NONE
2018-Es-03201	El adiós le duele a quien se queda #triste	tristeza	NONE
2018-Es-05919	Ya se me están pasando las ganas de enviarte memes 🙁	tristeza	NONE
2018-Es-03562	Linkin Park es parte del soundtrack de nuestra adolescencia, todos lo escuchamos con nostalgia y cómo lamentamos la ida de su vocalista #RIP	tristeza	NONE
2018-Es-00405	Y lo que menos quiero es renunciar a vos 😥	tristeza	NONE
2018-Es-01552	¿Qué hago con mi pie? 😭	tristeza	NONE
2018-Es-06897	Se rompe el orto laburando y lo q te tiene q pagar, paga sin pensar y sin quejarse.. Nada bien puede hacer?  Que les costaba? Odio verlo mal	tristeza	NONE
2018-Es-03877	@by_Hyko en houston! para los angeles intenté comprar p1 pero se acabaron en segundos 	tristeza	NONE
2018-Es-03377	#ndc tantos autos y ninguno me atropello	tristeza	NONE
2018-Es-00977	A pesar de que sea amistoso, a disfrutar del Derby de Manchester :)	tristeza	NONE
2018-Es-05551	Estoy más aburrida que el que se le afloja la pasta partido de por medio.	tristeza	NONE
2018-Es-05732	Lptm mira si voy a tener tantas pesadillas en una noche 	tristeza	NONE
2018-Es-04015	Me siento re cansada... Mucho viaje 😴	tristeza	NONE
2018-Es-02203	@RaulPenaranda1 @JuanMiguelCoimb En la pelea de LInera con tuto y Meza, voy por tuto y Meza,por que el licenciado es desquiciado	tristeza	NONE
2018-Es-06301	Que viaje estar acá y no poder jugar, una mala leche terrible rodilla y la Puta madre	tristeza	NONE
2018-Es-04873	@lilymyidol con suerte salen fotos de él con fans pero TAYLOR WE WANT TO SEE YOU! a veces desearía que no fuera tan tímido 	tristeza	NONE
2018-Es-06603	Te desearía lo mejor pero ya me tuviste... ahre jajaja en serio espero que estés bien💓	tristeza	NONE
2018-Es-00420	Que amargura por favor...	tristeza	NONE
2018-Es-03894	No quiero regresar mañana a CD.MX. 😢	tristeza	NONE
2018-Es-06289	Odio las moscas 😢	tristeza	NONE
2018-Es-01627	Anoche me enamoré de un pibe por sus ojos, pero lo vi una sola vez estoy llorando VUELVE QUE SIN TI LA VIDA SE ME VAAAAAA OOOO VUELVEEE	tristeza	NONE
2018-Es-02337	Ven....si tu...stalker con nombre y apellido...que pesar sentó por  ti debes ser tremendamente miserable e infeliz	tristeza	NONE
2018-Es-03665	@todonoticias #ELJUEGOLIMPIO Es muy difrente pasar necesidades viendo que ls kmbios estan llgando, q pasarls mirando l oscuridad!!☺☺😊😊	tristeza	NONE
2018-Es-03313	Ganas d llorar mis caras en las fotos d los bailes pq como q salgo con los ojos cerrados d tan mamada o haciendo fuerza para abrirlos jajaja	tristeza	NONE
2018-Es-03104	Neta que ya no quiero decir malas palabras 	tristeza	NONE
2018-Es-03983	sueño con que todo esto sea algo que yo me haya imaginado y exagerado y al final no sea tan grave pero SEGURO LO ES quiero un abrazo	tristeza	NONE
2018-Es-01244	BUENO PERROS SE PERDIÓ YA A CAMBIAR DE PÁGINA Y PENSAR EN LO QUE SE VIENE,EN JUEGO LARGO HAY DESQUITE.	tristeza	NONE
2018-Es-05255	@AlfredoARamos @LuisTrincado Pero siguen en el poder... que cosa tan trágica la historia actual de Venezuela.	tristeza	NONE
2018-Es-01408	No tengo tanta información para hablar sobre el suicidio, pero no deja de parecerme triste que se recurra a él #RIPChesterBennington	tristeza	NONE
2018-Es-05285	Lo que hace la soledad, la tristeza del momento y la canción adecuada...	tristeza	NONE
2018-Es-04629	#JuevesIntratable Macri es ingeniero y quizas no uso antes guantes. Ok! Y vos Brancatelli que guantes te pusiste vos alguna vez,infeliz!???	tristeza	NONE
2018-Es-03895	Por qué les gustan los bras con figuritas y no lisos de un solo color? 😢	tristeza	NONE
2018-Es-05461	No voy a decir que nunca tuve tantas ganas de faltar al colegio porque seguro hubieron días en los que tuve más ganas pero AY NO QUIERO IR 	tristeza	NONE
2018-Es-04274	Y la depresión va de la mano con la ansiedad..	tristeza	NONE
2018-Es-00303	Tío twitter me quiere castigar 😢	tristeza	NONE
2018-Es-03851	Lo curioso es que... A Chester no le gustaba cantar Breaking The Habit porque la canción le recordaba su pasado oscuro.	tristeza	NONE
2018-Es-04124	Que tristeza que haya ciertos "hinchas" dedicados sistemáticamente a criticar absolutamente CUALQUIER jugador que traiga la dirigencia.	tristeza	NONE
2018-Es-06163	@Johanapadillag @RominaVidales12 O shi tan shooolo no se hubiera pasado tan rápido el fin 	tristeza	NONE
2018-Es-04066	Cada alarma que escucho se me pone la piel chinita y un hueco en el estomago 	tristeza	NONE
2018-Es-00893	Me esta doliendo la cabeza 🙁	tristeza	NONE
2018-Es-03129	Lo que me gusta de Francis (House of Cards), es que el no miente por presentarse tan cual es, es un ser terrible y lo disfruta.	tristeza	NONE
2018-Es-05665	@hsaenzm Lamentablemente con la clase política que se tiene en este país muy pronto eso, será una realidad!!!	tristeza	NONE
2018-Es-05327	Amigo que cansancio cargo, pero no me puedo dormir jajaj	tristeza	NONE
2018-Es-05789	@EnelClientesCL lamentablemente no se notó el esfuerzo. Es más. Se notó todo lo contrario. Tarea para la casa.	tristeza	NONE
2018-Es-05536	Te extraño y me haces tanta falta... Empanaditas del pata negra. 	tristeza	NONE
2018-Es-06813	@thelittlemell tengo uno en él cachete y hoy me salieron mil en toda la cara @$(#"(###+!!! 	tristeza	NONE
2018-Es-02197	En serio, es que el problema radica en lo cultural y en la educación. Demasiado verídico	tristeza	NONE
2018-Es-06442	Nemo me manque 	tristeza	NONE
2018-Es-06253	Que depresión mas hpta.	tristeza	NONE
2018-Es-02170	Va perdiendo Millos y perdió el América, una palabra mas y mi cucha y mi ancestra me echan de la rancha.	tristeza	NONE
2018-Es-02644	@SoyBlancaAlcala Ahí abajo dice celebra el nacimiento, no aniversario luctuoso. Con estos senadores...	tristeza	NONE
2018-Es-04109	He soñado que me cruzaba con @Izhan_go y @Stoneismynamee por la calle y hablabamos un rato. Ojalá pase pronto 	tristeza	NONE
2018-Es-05338	Se ve muy feliz.Voy hacer que la depresión llegue,que sienta que es insuficiente y que es totalmente reemplazable. *La vida conmigo*  Re-si.	tristeza	NONE
2018-Es-01290	@BTS_twt Me pusieron una cancion Sad. Please ayuden en Peeper 😢 estamos perdiendo 😭 #Peeperbts	tristeza	NONE
2018-Es-05678	Siempre dejo todas mis tareas para ultimo dia  	tristeza	NONE
2018-Es-01187	:/: me siento deprimido	tristeza	NONE
2018-Es-03258	Se equivocan cuando dicen que llorar no sirve de nada, sirve para sacarlo todo cuando ya no se puede recuperar nada.	tristeza	NONE
2018-Es-01475	@MerliNetflix recién termine de ver la segunda temporada. Espero q pronto la compartan en la plataforma Ansiosa espero la tercera! ♡	tristeza	NONE
2018-Es-00404	Llega a tener algo grave, la batata esa se la rompo toda.	tristeza	NONE
2018-Es-03744	Una nena de 5 años me hizo bulling, le preguntó a la madre si yo era nena o nene. #Tristeza #dolorenelpecho #pendejademerd	tristeza	NONE
2018-Es-04033	A la gente la sinceridad la mata y a mi lamentablemente para ellos me encanta.	tristeza	NONE
2018-Es-03467	Estoy muy enamorada de todas las canciones de lana por más que sean lo más deprimente del mundo ME ENCANTA	tristeza	NONE
2018-Es-01240	La Luz Es Fácil De Amar....  Mejor Muestrame Tu Oscuridad✨🌙	tristeza	NONE
2018-Es-01007	@PaauOC Neta? Yo aún no 	tristeza	NONE
2018-Es-01939	No me habla nadie, que aburrido	tristeza	NONE
2018-Es-04523	Mis últimos días en Twitter 	tristeza	NONE
2018-Es-02600	No se que es más triste, que me aparezcan los recuerdos cuando me saludaban por el día de amigo o la muerte de chester	tristeza	NONE
2018-Es-02223	@Ay_Mariia Estos a dos usos de quedarme sin jabón. 	tristeza	NONE
2018-Es-05154	Unas ganas de llorar tengo 😔	tristeza	NONE
2018-Es-02071	@geraredon2 los papelones arrancaron apenas asumio. Lamentablemente para NOB lo de tacuara Cardozo fue el preludio..de los grandes papelones	tristeza	NONE
2018-Es-04419	@diegontar Que recuerdos con esos supersonics, Shawn kemp, detlef schrempf... Una pena su desaparición por los okc...	tristeza	NONE
2018-Es-05301	Odio los lunes!. 😑 tener clase de 6 de la mañana para mi es algo traumante, no saben lo que me cuesta esa levantada 😭	tristeza	NONE
2018-Es-05356	Ni todos los videos y conciertos en vivo de Linkin Park van a tapar el vacío. Que tristeza. Se nos fue Chester, se fue un pedazo de mi vida.	tristeza	NONE
2018-Es-06080	@selxswrm Sufriré en silencio, no te vuelvo a compartir mis fantasías 😢	tristeza	NONE
2018-Es-04862	—Agarró a Cain de la espalda y el abdomen para que no se moviera más.—  ¿Nada grave? Ah. . . Estas sangrando de nuevo claro que es grave.	tristeza	NONE
2018-Es-04989	No le gustaba la idea de estar en solitario pero acá lo tienen arrasando, Louis es la gloria. #BackToYou	tristeza	NONE
2018-Es-05748	@CualRevolucion Tristemente es así, estamos en manos de mínimo 4 corporaciones internacionales, porque son corporaciones	tristeza	NONE
2018-Es-03249	@Oskhar111099 Con Milito un equipo nefasto, horrible, y los mismos jugadores, con Holan todos rinden, juegan muy bien	tristeza	NONE
2018-Es-04602	Bueno esto esta muy aburrido ya, buenas noches❤	tristeza	NONE
2018-Es-03885	Es solo enojo, por no poder comprenderte u.u	tristeza	NONE
2018-Es-03280	Carajem... realmente pega quejarse por aqui... porque casi no tengo un put... conocido...	tristeza	NONE
2018-Es-01724	Le tengo un terror a éste sábado próximo que ni 23 llamadas perdidas de mi madre lo supera.	tristeza	NONE
2018-Es-01765	@EduSierra95 @Eas_TeeL Yo no lo he superado. Entre eso y la espinita de spirit.sensity… pffff #depresión	tristeza	NONE
2018-Es-00425	No tendría que haber cancelado nada, no valió la pena.	tristeza	NONE
2018-Es-03417	Qué cansancio lpm	tristeza	NONE
2018-Es-00805	No se puede creer el gol que se perdió Chaca, mano a mano la tiro afuera	tristeza	NONE
2018-Es-00774	@DragonsR6 @JandritomurosHD @chimigastaca Bffff menudos refuerzos entran...	tristeza	NONE
2018-Es-00388	Hoy es de esos días que me siento triste, porque? No sé 🤷🏼‍♀️ #tristeza	tristeza	NONE
2018-Es-03125	@LANACION Que inversores? La bicicleta financiera tiene temor? Si gana ,sera senadora,como Mendez.Para ampararse en los fueros.	tristeza	NONE
2018-Es-01960	Que aburrido son mis días de vacaciones.	tristeza	NONE
2018-Es-03473	LAS FOTOS DE BTS X PUMA ME SACARON DE LA DEPRESIÓN ESO	tristeza	NONE
2018-Es-02585	Hasta la verga que no es pa' ustedes les incómoda 😂 ¿por que siguen gente de la cual no les gusta el contenido que suben?	tristeza	NONE
2018-Es-02853	Eso de no tener clases me.está preocupando. 😭	tristeza	NONE
2018-Es-06215	Envidia sana a los que están en algo serio 	tristeza	NONE
2018-Es-03367	lo de chester me tiene deprimido bro :(	tristeza	NONE
2018-Es-03637	@mdzonline Nooo x Dios... Y lo peor q aún hay ignorantes o vagos q con tal d no trabajar los votan. Q tristeza la ignorancia	tristeza	NONE
2018-Es-05245	@Arq_Benavides USTED SIEMPRE CON SU AFAN DE PROTAGONISMO, NO ERA NADIE HACE 50 AÑOS, EL MEJOR FUE PREDRO FERRIZ NO SU TRISTE TRANSMISION	tristeza	NONE
2018-Es-06501	@cottonette contéstame wa 	tristeza	NONE
2018-Es-06192	¿Y por eso es que uno traga humo? Lamentable...	tristeza	NONE
2018-Es-04025	@BralyMorales Me súper saque de onda porque es cierto, te deja conciencia sobre lo que hace el hombre en general, el ser humano. 	tristeza	NONE
2018-Es-00580	Miedo de llevar a mis pequeñas  ala escuela 😟	tristeza	NONE
2018-Es-05052	Que demás estar cansado igual	tristeza	NONE
2018-Es-03563	@Amalinale Si me agüito 😭	tristeza	NONE
2018-Es-02528	@diegoorlando82 @KikeEnciso @RoqueSantaCruz @diegorolcan86 Estaba cumpliendo un encargo el nene cuando se perdió	tristeza	NONE
2018-Es-00670	@richie_rosario A mi no me cambia nada, sigo siendo vieja, pero estoy tranquila.😂No hay q darle rating a estos tipos. Esto va en serio!	tristeza	NONE
2018-Es-01272	Después de subir eso me gané un cd de Guasones y se pasó el parcial para la semana que viene. 	tristeza	NONE
2018-Es-04396	¿Se imaginan lo aburrida que sería la vida si complaciéramos a todo mundo?	tristeza	NONE
2018-Es-00668	@rrocontr Pero porque cual es tanto tu enojo?	tristeza	NONE
2018-Es-02686	#DanielSamperQEPD  Si todo muy triste pero alguien que piense en las burritas hoy, pobre costeños por que celebran con las burritas.	tristeza	NONE
2018-Es-04592	@FranchyMendez04 Vez el ejemplo debe de venir desde arriba. Pena q en la capital no siguen el ejemplo. Felicidades Santiago.	tristeza	NONE
2018-Es-06363	Estoy tan cansada de todo	tristeza	NONE
2018-Es-05937	Quien me quiere dedicar "Amarte es un placer" de Luis Miguel?   Es tan linda y yo tan sola! 	tristeza	NONE
2018-Es-02807	Se que con el comeback voy a llorar como magdalena	tristeza	NONE
2018-Es-01723	@ELTIEMPO Y nosotros los colombianos esperando que siquiera durará un año con la huelga que pesar que no aguanto	tristeza	NONE
2018-Es-05935	@Aliagny_ En serio?	tristeza	NONE
2018-Es-06687	Entre la resaca ,el cansancio y andar sin dormir estoy muerta 😢😢😢	tristeza	NONE
2018-Es-01078	El suicidio de Chester (y otros más) es un foco rojo, la depresión existe shiabotz..y muy cabrona.	tristeza	NONE
2018-Es-01919	Tremendo cansancio tengo y no puedo dormir	tristeza	NONE
2018-Es-06877	ya en 1 hora acabo la tarea, ah no menos, como 5 horas #triste	tristeza	NONE
2018-Es-06646	@PabloLayus es verdad al otro dia ya sabes lo q pasa se perdió la sorpresa	tristeza	NONE
2018-Es-00141	Tengo el pecho re tomado y no paro de toser 	tristeza	NONE
2018-Es-06208	La rabia y  rencor no llevan a nada, simplemente destruyen el alma y el corazón.	tristeza	NONE
2018-Es-00008	@soyleomontero @tonyparker @MDN_C9 @canal9oficial Que Buena nota!!Terrible onda de Tony Parker!! Pegado a la tele estoy ja	tristeza	NONE
2018-Es-00828	Hola, llevo 24 horas despierta, pero seguiré así, porque salgo a las 8 am 	tristeza	NONE
2018-Es-06491	Este es uno de esos momentos en los que la nostalgia,soledad y tristeza invaden el ambiente	tristeza	NONE
2018-Es-03914	@taty_zoloff @DaniChejolan @nuubiaaa_roldan @ManuZapataM te voy a querer siempre a pesar de nuestras millones de peleas!!! @taty_zoloff 💓	tristeza	NONE
2018-Es-04953	@DK_GOOS @Trafico_ZMG @dk1250 ¡Seguro ese auto venía a la velocidad permitida en la avenida! 	tristeza	NONE
2018-Es-04235	Terrible mal humor tengo	tristeza	NONE
2018-Es-02217	En que momento paso? Nunca me di cuenta 😢	tristeza	NONE
2018-Es-01605	@EEMILYY22 Que vida tan mala. 	tristeza	NONE
2018-Es-02695	gracias por el vivo , me saco el enojo y todas las dudas que tenia @sergiocelli @PaulFerreyraOK	tristeza	NONE
2018-Es-01189	Dichosas las niñas que no tienen las axilas negras jajaja 😟	tristeza	NONE
2018-Es-04028	Lo más importante de todo esto es que la depresión es una enfermedad grave a la que no le prestan atención por considerarla "pasajera".	tristeza	NONE
2018-Es-01834	Tengo miedo de estar solita en mi depa y que tiemble 	tristeza	NONE
2018-Es-06261	Esperando la próxima charla motivacional de @greivisvasquez en fuerte tiuna a las FANB seguro es algo como " deprimir o reprimir?"	tristeza	NONE
2018-Es-00621	@chapo981 @nooryamuni @marianavelderra Y yo jalo que ya te regreses a Mochis 	tristeza	NONE
2018-Es-03262	@blogdojefferson Ele está desesperado.. heheje	tristeza	NONE
2018-Es-05303	Estoy súper cansado hoy	tristeza	NONE
2018-Es-01567	@juanjorinconm Se perdió desde que salió con esa formación	tristeza	NONE
2018-Es-00642	Últimamente al estar fascinado por la majestuosidad de 'La cubita', he olvidado a mi mentor: El whisky. 🙁	tristeza	NONE
2018-Es-05650	Me siento tan cansado u,u	tristeza	NONE
2018-Es-04723	Y me engañe de tal manera que llegue a pesar que era importante para usted! 🙁ya vemos en que lado en el podium estamos👍🏻	tristeza	NONE
2018-Es-06471	Lamentablemente e llegado ala conclusión de q @Belgrano no piensa en los socios y la verdad q duele	tristeza	NONE
2018-Es-01886	Despertarse de esta manera no está nada bueno 	tristeza	NONE
2018-Es-02696	@yahiseth Jajajajajaja estamos claros 😭	tristeza	NONE
2018-Es-06348	@andreaespueblo Vacío y tristeza, al ya no tener con quien identificarse...	tristeza	NONE
2018-Es-00466	Tengo que dedicarle tiempo a mis amigas, ya es demasiado esto!!! Jajajajaja Pieri me dice que la tengo abandonada !	tristeza	NONE
2018-Es-05159	@AweloJos Huelen la desesperación	tristeza	NONE
2018-Es-00338	@Juventud_CAJU una lastima la verdad @m8gabriel tenia un proyecto serio para el futbol, pero bue la poca visión hace que no siga el proyecto	tristeza	NONE
2018-Es-02675	Un día te das cuenta que no vale quien dice quererte sino, quien te lo demuestra..! #asisucede #Triste	tristeza	NONE
2018-Es-03134	en spotify en uno de los anuncios dicen "estas cansado, estresado, ya no aguantas a nadie?" re si	tristeza	NONE
2018-Es-02427	@YarielaMora @Haylock049 @jits2899 @Danielaeche07 Que cansado 😪	tristeza	NONE
2018-Es-06943	Que aburrido snapchat la concha de tu madre, lo tengo nada mas por los efectos	tristeza	NONE
2018-Es-00747	Talvez me ponga nervioso si te veo, pero no quiere decir que te deseo. No te olvide, en el proceso estoy.	tristeza	NONE
2018-Es-06881	@MillaOrozco Cuando toca, toca 😥	tristeza	NONE
2018-Es-02461	Espero que la muerte de Chester haya hecho ver lo real que es la depresión y en lo que puede acabar, que nadie está a salvo de ella	tristeza	NONE
